i,이름, 코드, 거래소, koscom_day, naver_day
112,베트남전선,CAV.HM,호치민 거래소,20230331,20230331
113,느억트롱 수력발전,NTH.HN,하노이 거래소,20230331,20230331
114,쯩안하이테크농업,TAR.HN,하노이 거래소,20230331,20230331
115,비코스톤,VCS.HN,하노이 거래소,20230331,20230331
116,인도차이나 수출입,DDG.HN,하노이 거래소,20230331,20230331
117,사오따식품,FMC.HM,호치민 거래소,20230331,20230331
118,하노이 배터리,PHN.HN,하노이 거래소,20230331,20230331
119,베트남 브랜드 투자,ABR.HM,호치민 거래소,20230331,20230331
120,페트롤리맥스 정보통신기술,PIA.HN,하노이 거래소,20230331,20230331
121,카이 호안 랜드 그룹,KHG.HM,호치민 거래소,20230331,20230331
122,그린 디벨롭먼트 인베스트먼트 서비스,GIC.HN,하노이 거래소,20230331,20230331
